tariff.plan;payment.method;sex;age;activation.zone;activation.channel;vas1;vas2;q01.out.ch.peak;q01.out.dur.peak;q01.out.val.peak;q01.out.ch.offpeak;q01.out.dur.offpeak;q01.out.val.offpeak;q01.in.ch.tot;q01.in.dur.tot;q01.ch.sms;q01.ch.cc;q02.out.ch.peak;q02.out.dur.peak;q02.out.val.peak;q02.out.ch.offpeak;q02.out.dur.offpeak;q02.out.val.offpeak;q02.in.ch.tot;q02.in.dur.tot;q02.ch.sms;q02.ch.cc;q03.out.ch.peak;q03.out.dur.peak;q03.out.val.peak;q03.out.ch.offpeak;q03.out.dur.offpeak;q03.out.val.offpeak;q03.in.ch.tot;q03.in.dur.tot;q03.ch.sms;q03.ch.cc;q04.out.ch.peak;q04.out.dur.peak;q04.out.val.peak;q04.out.ch.offpeak;q04.out.dur.offpeak;q04.out.val.offpeak;q04.in.ch.tot;q04.in.dur.tot;q04.ch.sms;q04.ch.cc;q05.out.ch.peak;q05.out.dur.peak;q05.out.val.peak;q05.out.ch.offpeak;q05.out.dur.offpeak;q05.out.val.offpeak;q05.in.ch.tot;q05.in.dur.tot;q05.ch.sms;q05.ch.cc;q06.out.ch.peak;q06.out.dur.peak;q06.out.val.peak;q06.out.ch.offpeak;q06.out.dur.offpeak;q06.out.val.offpeak;q06.in.ch.tot;q06.in.dur.tot;q06.ch.sms;q06.ch.cc;q07.out.ch.peak;q07.out.dur.peak;q07.out.val.peak;q07.out.ch.offpeak;q07.out.dur.offpeak;q07.out.val.offpeak;q07.in.ch.tot;q07.in.dur.tot;q07.ch.sms;q07.ch.cc;q08.out.ch.peak;q08.out.dur.peak;q08.out.val.peak;q08.out.ch.offpeak;q08.out.dur.offpeak;q08.out.val.offpeak;q08.in.ch.tot;q08.in.dur.tot;q08.ch.sms;q08.ch.cc;q09.out.ch.peak;q09.out.dur.peak;q09.out.val.peak;q09.out.ch.offpeak;q09.out.dur.offpeak;q09.out.val.offpeak;q09.in.ch.tot;q09.in.dur.tot;q09.ch.sms;q09.ch.cc;y
8;Carta di Credito;M;14.98;1;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Domiciliazione Bancaria;M;34.91;1;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1326;91.692;3;288;10.417;19;860;0;0;78;5925;384.115;0;0;0;117;4248;0;0;78;4223;296.932;0;0;0;124;4734;4;0;90;5139;356.262;0;0;0;105;5088;6;0;44;2779;187.841;0;0;0;41;2481;4;0;108;5473;390.958;0;0;0;74;4206;0;0;95
8;Domiciliazione Bancaria;M;17.63;2;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;5520;348.655;0;0;0;86;6698;0;0;184
7;Carta di Credito;B;24.42;1;5;N;N;0;0;0;0;0;0;0;0;0;0;76;8769;376.513;0;0;0;131;16906;0;1;237;34444;1.414.281;0;0;0;386;33178;1;0;204;23132;995.796;0;0;0;226;24032;0;0;151;22543;921.044;0;0;0;277;31467;0;0;158;26383;1.057.709;0;0;0;245;20464;0;0;166;28724;1.146.586;0;0;0;243;24688;0;0;70;9734;403.115;0;0;0;32;5906;0;0;221;41548;1.638.093;0;0;0;137;20092;0;0;587
7;Domiciliazione Bancaria;B;30.13;2;5;N;N;369;27078;1.300.315;0;0;0;109;13535;0;0;317;17732;92.798;0;0;0;101;9539;0;0;319;20837;1.036.591;0;0;0;107;10724;0;0;379;22591;1.158.139;0;0;0;107;11229;0;0;392;24895;1.250.905;0;0;0;113;10965;0;0;307;20466;1.007.478;0;0;0;124;13428;0;0;299;20072;990.972;0;0;0;195;12211;0;0;369;25075;1.232.235;0;0;0;205;12682;0;0;335;24388;1.174.815;0;0;0;116;10075;0;0;1168
7;Carta di Credito;B;28.45;3;5;N;N;91;3660;218.373;0;0;0;62;2163;0;0;95;3824;227.065;0;0;0;58;2736;0;0;116;6265;331.689;0;0;0;59;2470;0;0;116;4336;267.153;0;0;0;55;2418;0;0;98;4944;268.186;0;0;0;79;3018;0;0;133;6803;368.569;0;0;0;99;3888;0;0;110;5134;288.116;0;0;0;73;3176;0;0;53;3655;178.942;0;0;0;31;1137;0;1;104;5904;308.061;0;0;0;54;2349;9;2;158
7;Carta di Credito;F;15.63;1;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Carta di Credito;F;20;2;5;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1616;83.862;0;0;0;5;807;3;0;83;11477;652.548;0;0;0;67;11492;5;0;47;5457;300.914;0;0;0;35;3996;3;0;42;2479;119.859;0;0;0;24;2551;0;0;274
7;Domiciliazione Bancaria;B;44.39;1;7;N;N;311;28030;1.510.616;38;2470;101.995;235;18525;0;1;387;36643;1.951.959;12;1294;45.262;304;27816;0;0;515;45448;2.457.317;29;1593;67.584;364;39259;8;0;360;34945;1.822.442;11;589;23.705;266;27792;4;0;400;35924;1.921.783;20;902;42.324;312;26297;0;0;281;25453;1.233.557;19;1426;55.395;308;24942;1;0;444;42054;1.681.026;0;0;0;399;36598;1;1;187;16232;62.592;0;0;0;110;11056;1;0;384;39364;1.725.513;0;0;0;280;29875;0;0;2093
7;Carta di Credito;B;21.63;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;27171;1.143.343;0;0;0;187;13230;21;1;184;22399;950.239;0;0;0;228;15103;1;0;215;23093;1.006.833;0;0;0;317;13125;0;0;174;26550;2.009.177;0;0;0;111;11869;8;0;166;31220;1.270.205;0;0;0;140;11398;2;1;275
8;Carta di Credito;M;21.83;1;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1887;128.696;0;0;0;28;1608;0;0;41;3540;223.703;0;0;0;20;1075;0;0;34;2429;15.958;0;0;0;9;288;0;0;64;5551;350.499;0;0;0;24;1890;0;0;32;2595;16.6;0;0;0;10;331;1;0;0
7;Carta di Credito;F;29.44;1;5;Y;N;54;5918;341.636;20;2064;73.115;43;4192;0;0;92;11319;623.043;8;531;18.696;75;8986;0;0;98;8792;484.473;17;1440;48.583;53;3033;0;0;55;3935;237.364;3;140;0.6321;24;2332;0;0;28;1614;89.662;11;508;23.292;28;1356;0;0;73;4464;214.949;14;764;26.329;54;4522;0;0;150;18947;66.265;0;0;0;66;13244;0;0;34;2478;95.911;0;0;0;23;1356;0;1;47;4517;186.343;0;0;0;38;2878;0;0;1270
8;Carta di Credito;M;20.78;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;3919;238.996;0;0;0;20;985;0;0;42;4413;269.467;0;0;0;17;822;0;0;67;6395;395.797;0;0;0;27;2217;0;0;15;1427;88.603;0;0;0;5;1403;0;0;103
8;Domiciliazione Bancaria;B;39.08;1;5;N;N;7;229;1.837;0;0;0;3;188;0;0;16;729;51.987;1;18;0.1493;18;986;0;0;7;327;23.132;3;289;10.443;19;664;0;0;23;1307;87.359;1;53;0.2381;24;1515;0;0;22;1718;106.302;7;740;26.035;31;2487;0;0;14;628;4.502;6;611;21.722;36;3446;0;0;66;10563;576.133;17;3091;99.196;72;16831;0;0;25;4640;234.136;7;2235;7.312;30;5682;0;2;21;984;69.567;1;49;0.2278;27;2802;0;0;1301
3;Domiciliazione Bancaria;B;43.01;1;5;N;N;7;339;23.721;1;57;0.2479;11;370;0;0;1;69;0.439;2;91;0.438;14;714;0;0;19;1971;115.521;7;240;1.333;24;2222;0;0;7;901;51.062;5;215;10.624;14;701;0;0;41;3366;206.128;8;661;25.058;31;5003;0;0;10;1178;6.764;1;20;0.1539;11;467;0;0;24;2145;12.913;9;1067;36.405;26;3031;0;0;11;1745;96.257;6;597;21.371;27;3564;0;0;35;2622;163.707;7;1375;42.169;31;4056;0;0;311
8;Carta di Credito;M;37.18;1;5;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;828;71.194;27;2130;62.641;15;706;3;0;40;3138;296.446;95;9218;249.165;95;9988;9;3;15;534;54.202;43;6838;159.115;26;1530;3;0;12473
8;Carta di Credito;B;33.73;2;2;Y;N;114;11657;529.606;18;958;42.938;91;15539;0;0;107;9877;509.227;12;376;20.638;131;13931;0;0;142;9103;506.551;0;0;0;112;14895;0;0;72;5244;266.833;0;0;0;80;8313;0;0;94;4346;235.479;0;0;0;108;10633;0;0;112;7909;462.874;0;0;0;174;15869;0;0;74;5523;295.289;0;0;0;177;13422;0;0;66;3661;194.002;0;0;0;84;10799;0;0;108;7840;405.832;0;0;0;131;11010;0;0;628
6;Bollettino Postale;M;38.19;2;5;Y;N;0;0;0;0;0;0;0;0;0;0;68;8843;370.759;0;0;0;135;25089;36;0;316;54112;2.165.302;0;0;0;475;83839;259;2;244;39831;1.605.628;0;0;0;418;71553;202;0;197;32495;1.307.762;0;0;0;431;73651;100;0;271;23902;1.092.188;0;0;0;483;42919;74;2;309;25710;1.190.635;0;0;0;361;35819;116;4;287;24588;953.886;0;0;0;324;35794;257;0;365;33624;1.376.544;0;0;0;434;49990;143;2;588
6;Carta di Credito;B;33.34;1;5;Y;N;142;9283;461.124;0;0;0;153;10614;0;0;157;11832;562.189;0;0;0;189;17303;0;0;278;18862;926.105;0;0;0;258;23703;0;0;166;15401;694.841;0;0;0;257;23762;0;0;168;14862;678.573;0;0;0;208;18027;0;0;186;14311;678.495;0;0;0;232;17852;0;0;80;4584;237.369;0;0;0;149;13348;0;0;81;6015;286.034;0;0;0;93;7084;0;0;120;9947;461.997;0;0;0;177;13282;0;0;307
8;Carta di Credito;F;19.7;2;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;45;0.4369;0;0;0;2;52;0;0;2;190;11.801;0;0;0;3;221;0;0;0;0;0;0;0;0;2;46;0;0;0
8;Carta di Credito;B;15.47;4;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Carta di Credito;M;47.77;4;9;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;526;37.278;0;0;0;7;161;0;0;12;645;45.438;0;0;0;6;219;0;0;5;330;22.068;0;0;0;3;115;0;3;13;722;50.432;0;0;0;4;395;0;0;20;1969;121.548;0;0;0;23;1396;0;0;0
8;Carta di Credito;M;23.01;1;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1141;73.946;0;0;0;20;338;0;0;5;243;17.616;0;0;0;34;865;0;0;11;526;38.311;0;0;0;45;1309;0;0;8;368;27.114;0;0;0;13;170;0;0;4;117;10.128;0;0;0;33;876;0;0;7;134;14.094;0;0;0;17;850;0;0;9;186;18.825;0;0;0;11;361;0;0;0
7;Bollettino Postale;B;22.81;3;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;8006;477.273;0;0;0;81;8069;0;0;84;7725;63.815;0;0;0;93;8775;4;1;71;5425;320.069;0;0;0;39;3235;0;0;84;8263;367.578;0;0;0;68;3362;0;0;90;9950;651.609;0;0;0;57;3601;0;0;57;5248;317.084;0;0;0;46;6423;0;0;331
7;Carta di Credito;B;23.01;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1248;59.971;0;0;0;20;2080;0;0;125;17209;713.919;0;0;0;86;16501;0;0;78;12542;506.799;0;0;0;79;13150;0;1;86;13520;547.248;0;0;0;65;10673;4;5;83;7693;347.167;0;0;0;61;7766;3;2;59;6778;291.287;0;0;0;44;9325;2;1;128;24999;979.688;0;0;0;104;18567;1;0;382
7;Domiciliazione Bancaria;B;41.57;1;5;N;N;36;2697;407.412;14;2533;4.802;37;3896;0;0;46;2439;382.338;25;1636;53.304;30;3412;0;0;36;1884;295.821;3;69;0.4256;47;5153;0;0;26;1893;286.737;4;141;0.6502;37;5711;0;0;31;2055;314.114;10;3246;64.815;31;3930;0;0;26;2121;318.029;7;1080;25.358;32;4473;0;0;38;2721;411.745;10;503;18.768;30;5023;0;0;14;966;147.066;8;1043;25.776;14;1129;0;0;57;4196;634.886;18;4468;93.608;36;3484;0;0;3689
7;Carta di Credito;B;26.95;2;5;N;N;313;32227;1.427.089;0;0;0;90;10837;46;0;279;30533;1.325.797;0;0;0;89;7784;26;0;267;23495;1.071.126;0;0;0;94;7815;46;1;341;40641;181.281;0;0;0;144;15298;37;1;288;30677;1.335.857;0;0;0;143;11787;69;0;296;36953;1.561.502;0;0;0;186;23005;76;2;392;54645;2.260.842;0;0;0;231;32901;183;2;317;32288;1.593.481;0;0;0;171;18635;175;0;266;25335;1.133.675;0;0;0;160;14775;276;0;2609
8;Carta di Credito;F;24.59;2;2;N;N;0;0;0;0;0;0;0;0;0;0;11;1039;64.588;0;0;0;9;157;0;0;34;4823;282.213;0;0;0;20;2091;0;0;17;1904;115.118;0;0;0;27;1928;0;0;15;1230;78.507;0;0;0;10;615;0;0;31;2811;176.034;0;0;0;13;541;0;0;24;3386;198.263;0;0;0;26;531;0;0;3;389;23.029;0;0;0;7;514;0;0;9;1434;82.762;0;0;0;3;94;0;0;0
7;Domiciliazione Bancaria;B;31.63;1;5;N;N;52;3329;166.831;0;0;0;77;8189;0;0;57;4231;200.618;0;0;0;42;2766;1;0;45;2581;134.186;0;0;0;35;1901;0;3;26;2091;9.791;0;0;0;28;1647;0;1;72;7617;333.228;0;0;0;31;2974;7;0;79;5972;284.547;0;0;0;46;3840;0;0;158;16173;711.786;0;0;0;62;12362;3;1;91;9289;409.654;0;0;0;49;4681;19;0;73;6436;29.31;0;0;0;42;4623;22;0;61
8;Carta di Credito;M;19.11;3;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0
8;Carta di Credito;M;25.11;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;5412;355.761;0;0;0;44;2607;0;0;43;5978;350.685;0;0;0;11;2165;0;0;60;6588;39.95;0;0;0;8;1311;0;0;154
7;Carta di Credito;M;34.39;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Domiciliazione Bancaria;M;40.91;1;3;Y;N;773;61248;3.662.929;155;28486;932.148;1350;78891;0;0;1043;71178;4.099.785;41;4257;149.623;1268;72904;0;0;1507;88238;4.650.255;1;11;0.0103;2034;116598;0;0;1286;76300;3.915.074;0;0;0;1916;96627;0;0;1712;105376;5.343.067;0;0;0;1756;78149;0;2;1735;90427;4.907.647;0;0;0;1521;74399;0;0;1745;98801;5.155.836;0;0;0;1986;101965;0;0;1674;110756;5.627.304;0;0;0;1316;91071;0;0;1364;82417;4.208.618;0;0;0;1494;88277;0;0;929
8;Carta di Credito;M;16.95;2;9;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Carta di Credito;B;16.49;2;2;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Domiciliazione Bancaria;B;31.63;1;5;Y;N;104;10836;650.121;10;717;28.555;128;15207;8;0;143;10768;696.571;0;0;0;163;18645;5;0;117;9355;592.732;0;0;0;133;16444;5;0;167;17338;1.058.422;0;0;0;167;21994;44;0;134;15686;942.048;0;0;0;143;15053;39;0;172;18627;1.130.953;0;0;0;117;18388;12;0;224;21924;135.463;0;0;0;157;19458;41;0;50;3140;212.512;0;0;0;42;5677;19;1;78;6034;389.682;0;0;0;102;16682;10;0;1434
6;Domiciliazione Bancaria;B;34.62;3;5;N;N;163;20473;864.063;0;0;0;192;14722;0;0;134;24747;979.378;0;0;0;276;17873;2;0;154;19210;811.865;0;0;0;160;9199;0;0;199;32604;1.313.525;0;0;0;243;16884;0;0;270;29080;1.267.091;0;0;0;319;19581;0;0;407;46508;2.000.888;0;0;0;328;18111;0;0;306;27844;1.260.237;0;0;0;244;14679;0;0;125;13586;590.816;0;0;0;168;13690;0;0;316;31356;1.392.027;0;0;0;227;19508;0;0;1530
3;Domiciliazione Bancaria;B;41.44;1;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;2957;194.462;14;918;37.789;81;10883;0;5;50;3533;222.686;18;790;38.068;71;7500;0;0;4512
8;Carta di Credito;B;43.67;3;5;Y;N;70;11027;555.671;6;406;16.511;84;20382;0;0;96;15918;723.262;7;2277;61.587;125;27245;0;0;142;29865;1.518.476;4;3988;104.727;157;33448;0;8;143;17190;978.164;0;0;0;162;37114;0;0;58;4723;293.983;0;0;0;119;17617;0;0;109;9890;544.423;0;0;0;159;29733;0;0;93;10515;573.148;0;0;0;130;26909;0;0;45;12247;653.891;0;0;0;80;24495;0;0;53;4266;170.777;0;0;0;59;19428;0;0;0
7;Carta di Credito;B;31.24;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;9350;42.931;0;0;0;58;3988;0;0;1544
8;Domiciliazione Bancaria;M;16.98;2;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3173;1;0;0
7;Carta di Credito;B;43.44;1;3;Y;N;161;39868;1.790.117;31;4830;241.092;263;42977;0;2;211;55270;218.374;0;0;0;261;71346;2;0;260;54799;1.985.994;0;0;0;394;90808;1;0;240;45935;1.808.932;0;0;0;324;60373;2;0;248;44777;1.777.831;0;0;0;310;46510;2;0;162;38257;146.743;0;0;0;248;42122;0;2;285;60119;2.334.323;0;0;0;241;48254;7;0;134;50334;1.847.872;0;0;0;113;27820;13;0;287;97995;3.626.627;0;0;0;222;63535;5;1;2391
8;Domiciliazione Bancaria;M;25.01;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;2380;158.082;0;0;0;16;144;0;0;48;2903;198.309;0;0;0;4;50;0;0;68;4309;290.967;0;0;0;13;885;0;0;52;3363;224.958;0;0;0;7;340;0;0;41;2096;149.711;0;0;0;3;391;0;0;47;2943;199.321;0;0;0;15;944;0;0;51;4305;273.206;0;0;0;15;1089;0;0;0
8;Domiciliazione Bancaria;B;24.09;3;3;N;N;0;0;0;0;0;0;0;0;0;0;28;1554;108.533;0;0;0;14;357;0;0;137;8769;59.078;0;0;0;38;1050;0;1;151;10065;671.626;0;0;0;38;2105;0;0;173;11957;790.241;0;0;0;47;2086;0;0;122;7350;502.569;0;0;0;56;3466;0;0;136;7783;539.233;0;0;0;55;2915;0;0;70;6761;417.654;0;0;0;31;2138;0;0;72;5095;335.413;0;0;0;32;1641;0;0;260
8;Carta di Credito;F;19.5;3;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;2482;163.324;0;0;0;33;1388;0;2;64;4252;283.963;0;0;0;29;1540;6;4;75;4252;16.931;0;0;0;39;4152;0;1;279
8;Domiciliazione Bancaria;M;27.44;2;5;N;N;12;1537;91.144;0;0;0;10;947;0;0;13;1533;91.971;0;0;0;11;1469;0;0;11;977;61.417;0;0;0;5;659;0;0;12;1477;88.066;0;0;0;25;3379;0;0;16;2289;133.798;0;0;0;25;4772;0;0;12;1112;69.365;0;0;0;34;933;0;0;0;0;0;0;0;0;27;472;0;0;0;0;0;0;0;0;8;56;0;0;0;0;0;0;0;0;1;2;0;0;0
8;Bollettino Postale;M;46.81;3;5;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;384;33.105;0;0;0;98;20756;0;0;56;4618;282.316;0;0;0;450;85922;0;0;89;3341;202.048;0;0;0;501;88441;0;0;54;3893;231.285;0;0;0;480;86170;0;0;48;2613;142.821;0;0;0;638;100978;0;3;157
8;Domiciliazione Bancaria;M;16.78;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
8;Carta di Credito;M;20.13;4;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;206;2.088;0;0;0;2;106;0;0;26;2047;131.727;0;0;0;2;61;0;0;58;5997;36.717;0;0;0;24;4830;0;0;11;459;34.881;0;0;0;8;365;0;0;0
7;Carta di Credito;M;35.47;2;5;N;N;60;8804;486.358;25;4721;143.807;47;6273;0;0;67;7238;421.331;17;3405;104.082;69;5150;1;0;97;11172;621.189;32;3073;99.149;73;7572;0;0;129;21313;876.314;0;0;0;66;5605;3;1;115;17396;709.984;0;0;0;60;5399;0;0;123;13851;597.721;0;0;0;30;5410;1;0;173;18703;814.298;0;0;0;37;4849;17;0;50;8736;348.536;0;0;0;20;3625;5;1;196;23129;987.378;0;0;0;96;14786;13;0;1861
8;Domiciliazione Bancaria;B;23.5;1;3;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;7764;496.945;0;0;0;104;19818;0;0;128;10023;644.688;0;0;0;148;22326;0;2;111;11668;710.361;0;0;0;102;17973;0;0;59;5154;324.991;0;0;0;137;20843;0;0;65;6378;393.897;0;0;0;110;17061;1;0;57;5407;335.893;0;0;0;70;12233;2;0;74;4678;316.118;0;0;0;119;11756;0;0;0
8;Domiciliazione Bancaria;M;31.9;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;351;32.439;0;0;0;11;371;3;0;16;1146;75.232;0;0;0;36;1718;2;0;27;1280;93.474;0;0;0;34;1997;2;0;35;1542;11.516;0;0;0;33;3518;0;0;25;933;73.631;0;0;0;25;1557;0;0;34;1448;108.265;0;0;0;28;2357;0;0;88
8;Bollettino Postale;B;45.18;1;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;766;42.432;5;2787;75.981;0;0;0;0;34;4835;27.035;11;1379;46.409;67;2084;0;0;66;6472;38.303;8;882;30.672;105;4864;0;0;61;6581;382.132;14;1263;46.548;93;3026;0;0;43;6961;383.072;15;1654;57.518;35;1848;0;0;90;16347;878.142;9;1014;40.346;47;3843;0;0;10009
8;Carta di Credito;B;28.95;1;5;Y;N;63;9363;550.502;0;0;0;270;56190;0;0;60;6619;39.903;0;0;0;401;48645;1;3;57;7049;420.019;0;0;0;481;56182;1;8;65;6297;389.734;0;0;0;342;42650;0;0;75;8127;493.826;0;0;0;396;43367;0;1;48;5193;315.607;0;0;0;388;46680;0;0;70;5723;365.497;0;0;0;393;41890;3;0;48;7299;240.044;0;0;0;101;16653;2;5;65;10277;283.359;0;0;0;99;18382;4;7;1423
8;Carta di Credito;M;35.11;4;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;220;7;5;28;1538;107.717;0;0;0;2;13;0;0;31;2230;146.281;0;0;0;0;0;3;1;13;1447;87.565;0;0;0;4;217;0;0;18;1904;116.151;0;0;0;7;118;1;0;8;826;50.577;0;0;0;6;151;0;0;8;1194;69.432;0;0;0;2;74;0;0;0
